"Materials Table.  Posted Version 1.0, 19-May-2025",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Added cost calculation,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
Material ID,Material,Supplier,Category,Table Price,Unit 1,Unit 2,C1,C2,Size1,Size2,Calc Value,Modified,Comments
,"Lamp, Incandescent",Any,Electronics,130,unit,,,,,,,2017-05-10 00:00:00,
,"Lamp, LED",Any,Electronics,32.5,unit,,,,,,,2017-05-10 00:00:00,
,"Motor, 12 Volt, DC Brush",Any,Electronics,1300,unit,,,,,,,2017-05-10 00:00:00,Used for general actuation.  For more specefic motors please submit an Add Item RequeSteel
,"Motor, 12 Volt, DC Brushless Servo",Any,Electronics,2600,unit,,,,,,,2017-05-10 00:00:00,Used for general actuation.  For more specefic motors please submit an Add Item RequeSteel
,"Relay, Control",Any,Electronics,130,unit,,,,,,,2017-05-10 00:00:00,
,"Relay, Power",Any,Electronics,260,unit,,,,,,,2017-05-10 00:00:00,
,"Relay, Signal",Any,Electronics,130,unit,,,,,,,2017-05-10 00:00:00,
,Sensor to CAN Converter,Any,Electronics,1625,unit,,,,,,,2017-05-10 00:00:00,Converts analog or digital sensor input to CAN output
,"Servo, 12V",Any,Electronics,1625,unit,,,,,,,2017-05-10 00:00:00,Radio Controlled Hobby style servo with built in gear reduction.
,"Solenoid, 12 Volt",Any,Electronics,487.5,unit,,,,,,,2017-05-10 00:00:00,
,Speaker,Any,Electronics,162.5,unit,,,,,,,2017-05-10 00:00:00,Can be used for 'ready to drive sound' for electric
,"Switch, Kill",Any,Electronics,195,unit,,,,,,,2017-05-10 00:00:00,
,"Switch, Pushbutton",Any,Electronics,65,unit,,,,,,,2017-05-10 00:00:00,
,"Switch, Rotary Multi-position Selector",Any,Electronics,195,,,,,,,,2017-05-10 00:00:00,
,"Switch, Toggle",Any,Electronics,65,unit,,,,,,,2017-05-10 00:00:00,
,"Terminal Block, Wiring",Any,Electronics,16.25,pin(s),,,,,,,2017-05-10 00:00:00,
,"Wire Sleeving, Expandable",Any,Electronics,65,m,,,,,,,2017-05-10 00:00:00,
,"Wire Sleeving, Split",Any,Electronics,32.5,m,,,,,,,2017-05-10 00:00:00,
,"Wire, Control",Any,Electronics,65,m,,,,,,,2017-05-10 00:00:00,
,"Wire, Power",Any,Electronics,195,m,,,,,,,2017-05-10 00:00:00,
,"Wire, Signal",Any,Electronics,65,m,,,,,,,2017-05-10 00:00:00,
,Accusump,Canton Racing Products,Engine,([C1]*[Size1]+[C2]),L,,929.5,5330,,,,2017-05-10 00:00:00,"Gage not included, include as separate material line item if used on vehicle."
,Air Filter,Any,Engine,9.75,cm^2,,,,,,,2017-05-10 00:00:00,"Paper,  foam and cotton (K&N type) elements"
,"Boost Control Solenoid Valve, MR561312",Mitsubishi Motors,Engine,910,unit,,,,,,,2017-05-10 00:00:00,
,Carburetor,Any,Engine,3250,unit,,,,,,,2017-05-10 00:00:00,
,"Coolant Pump, External Electric",Any,Engine,1300,,,,,,,,2017-05-10 00:00:00,
,Cooling System Air Bleed Valve,Any,Engine,422.5,unit,,,,,,,2017-05-10 00:00:00,
,"Dry Sump Pump, Aviad, 003-32000",Aviad,Engine,16250,unit,,,,,,,2017-05-10 00:00:00,"2 stage, non regulating"
,"Dry Sump Pump, Dailey Engineering, 04-00-2162",Dailey Engineering,Engine,47190,unit,,,,,,,2017-05-10 00:00:00,
,"Dry Sump Pump, Dailey Engineering, 04-99-2162",Dailey Engineering,Engine,47190,,,,,,,,2017-05-10 00:00:00,
,"Dry Sump Pump, Dailey Engineering, 04-99-2162-2",Dailey Engineering,Engine,47190,,,,,,,,2017-05-10 00:00:00,
,"Dry Sump Pump, Dailey Engineering, 04-99-2186",Dailey Engineering,Engine,17160,,,,,,,,2017-05-10 00:00:00,
,"Dry Sump Pump, Dailey Engineering, 04-99-2204 ",Dailey Engineering,Engine,27885,,,,,,,,2017-05-10 00:00:00,
,"Dry Sump Pump, Dailey Engineering, 04-99-2204-2",Dailey Engineering,Engine,27885,,,,,,,,2017-05-10 00:00:00,
,"Dry Sump Pump, Dailey Engineering, 04-99-2264-2",Dailey Engineering,Engine,47190,,,,,,,,2017-05-10 00:00:00,
,"Dry Sump Pump, Pace, 2 Stage",Pace,Engine,20475,unit,,,,,,,2017-05-10 00:00:00,Any 2 stage Pace pump
,"Dry Sump Pump, Pace, 3 Stage",Pace,Engine,24700,unit,,,,,,,2017-05-10 00:00:00,Any 3 stage Pace pump
,"Dry Sump Pump, Pace, Single Stage",Pace,Engine,13975,unit,,,,,,,2017-05-10 00:00:00,Any single stage Pace pump
,"Dry Sump Pump, Student Made",Student Built,Engine,0,unit,,,,,,,2017-05-10 00:00:00,
,"Engine and Transmission, High Performance (5-10 HP/100 cc)",Any,Engine,130,cc,,,,,,,2017-05-10 00:00:00,"Normal motorcycle engines with 2 valves per cylinder, etc.  Engine cost includes tranmission (whether integral or not by design) and all components necessary to run including spark plugs, coils, wires, oil filter, etc. with the exception of the air induction and fuel system components.  Cost includes engine as received by manufacturer but not custom parts such as dry sump pans, PCV changes, etc.  Fully Internal engine changes are free.  If covers or other parts are removed disassembly labor must be included in labor coSteel"
,"Engine and Transmission, Low Performance (<5 HP/100 cc)",Any,Engine,78,cc,,,,,,,2017-05-10 00:00:00,"Industrial engines, etc.  Engine cost includes tranmission (whether integral or not by design) and  all components necessary to run including spark plugs, coils, wires, oil filter, etc.  with the exception of the air induction and fuel system components.  Cost includes engine as received by manufacturer but not custom parts such as dry sump pans, PCV changes, etc.  Fully Internal engine changes are free.  If covers or other parts are removed disassembly labor must be included in labor coSteel"
,"Engine and Transmission, Ultra High Performance (>10 HP/100 cc)",Any,Engine,162.5,cc,,,,,,,2017-05-10 00:00:00,"New high tech engines, 3-5 valves per cylinder, etc.  Engine cost includes tranmission (whether integral or not by design) and  all components necessary to run including spark plugs, coils, wires, oil filter, etc.  with the exception of the air induction and fuel system components.  Cost includes engine as received by manufacturer but not custom parts such as dry sump pans, PCV changes, etc.  Fully Internal engine changes are free.  If covers or other parts are removed disassembly labor must be included in labor coSteel"
,Exhaust Manifold (All Cost as Made),Any,Engine,0,unit,,,,,,,2017-05-10 00:00:00,This item should be cost as made whether the team made it or bought it.  Please see Rule C3.12 for more information.
,"Exhaust Pipe, Flexible",Any,Engine,([C1]*[Size1]*[Size2]+[C2]),,,0.065,0,,,,2017-05-10 00:00:00,Flexible tubing used for exhaust systems.  Also called convoluted or flex piping.
,Fuel Check Valve,Any,Engine,520,unit,,,,,,,2017-05-10 00:00:00,
,Fuel Filter,Any,Engine,520,unit,,,,,,,2017-05-10 00:00:00,
,"Fuel Injector, Direct Injection",Any,Engine,1950,unit,,,,,,,2017-05-10 00:00:00,"Either fuel, gasoline or E85"
,"Fuel Injector, E85",Any,Engine,845,unit,,,,,,,2017-05-10 00:00:00,
,"Fuel Injector, Gasoline",Any,Engine,650,unit,,,,,,,2017-05-10 00:00:00,
,"Fuel Pressure Regulator, E85",Any,Engine,1267.5,unit,,,23075,,,,2017-05-10 00:00:00,
,"Fuel Pressure Regulator, Gasoline",Any,Engine,975,unit,,,30550,,,,2017-05-10 00:00:00,
,"Fuel Pump, Carburetor, Gasoline or E85",Any,Engine,1300,unit,,,,,,,2017-05-10 00:00:00,
,"Fuel Pump, Direct Injection",Any,Engine,7800,unit,,,,,,,2017-05-10 00:00:00,"Either fuel, gasoline or E85"
,"Fuel Pump, Fuel Injected, E85",Any,Engine,2957.5,unit,,,,,,,2017-05-10 00:00:00,"Port fuel injection, not for direct injection use"
,"Fuel Pump, Fuel Injected, Gasoline",Any,Engine,2275,unit,,,,,,,2017-05-10 00:00:00,"Port fuel injection, not for direct injection use"
,Fuel Rail (All Cost as Made),Any,Engine,0,unit,,,,,,,2017-05-10 00:00:00,This item should be cost as made whether the team made it or bought it.  Please see Rule C3.12 for more information.
,Fuel Tank (All Cost as Made),Any,Engine,0,unit,,,,,,,2017-05-10 00:00:00,This item should be cost as made whether the team made it or bought it.  Please see Rule C3.12 for more information.
,Header Wrap,Any,Engine,1950,m^2,,,,,,,2017-05-10 00:00:00,
,Heat Exchanger Fan,Any,Engine,1950,unit,,,,,,,2017-05-10 00:00:00,Includes motor and blades
,"Heat Exchanger Fan, small <120mm diameter",Any,Engine,650,unit,,,,,,,2017-05-10 00:00:00,Includes motor and blades
,Heat Exchanger Fan Shroud (All Cost as Made),Any,Engine,0,unit,,,,,,,2017-05-10 00:00:00,This item should be cost as made whether the team made it or bought it.  Please see Rule C3.12 for more information.
,"Heat Exchanger, Air-to-Air",Any,Engine,0.23,cm^3,,,,,,,2017-05-10 00:00:00,"Includes radiator, oil cooler and others.  Volume based on length * width * height of core.  Cost as made the end caps, filler knecks, etc."
,"Heat Exchanger, Air-to-Liquid",Any,Engine,0.23,cm^3,,,,,,,2017-05-10 00:00:00,"Includes radiator, oil cooler and others.  Volume based on length * width * height of core.  Cost as made the end caps, filler knecks, etc."
,"Heat Exchanger, Liquid-to-Liquid",Any,Engine,0.23,cm^3,,,,,,,2017-05-10 00:00:00,"Includes radiator, oil cooler and others.  Volume based on length * width * height of core.  Cost as made the end caps, filler knecks, etc."
,Intake (All Cost as Made),Any,Engine,0,unit,,,,,,,2017-05-10 00:00:00,This item should be cost as made whether the team made it or bought it.  Please see Rule C3.12 for more information.
,Muffler (All Cost as Made),Any,Engine,0,unit,,,,,,,2017-05-10 00:00:00,This item should be cost as made whether the team made it or bought it.  Please see Rule C3.12 for more information.
,Muffler Batting,Any,Engine,0.2,cm^3,,,,,,,2017-05-10 00:00:00,Cost based on total volume of muffler
,Oil Filter,Any,Engine,0,unit,,,,,,,2017-05-10 00:00:00,Included in engine cost - Shown only for reference
,"Overflow Bottle, Aluminum Drinking Bottle",Any,Engine,650,unit,,,,,,,2017-05-10 00:00:00,
,"Overflow Bottle, JAX 1 Qt. Oil Breather Tank",Jax,Engine,1852.5,unit,,,,,,,2017-05-10 00:00:00,
,"Overflow Bottle, JAX, 1 Qt. Recirc. Catch Can",Jax,Engine,780,unit,,,,,,,2017-05-10 00:00:00,
,"Overflow Bottle, Nalgene Bottle",Any,Engine,325,unit,,,,,,,2017-05-10 00:00:00,
,"Overflow Bottle, Plastic Bottle",Any,Engine,325,unit,,,,,,,2017-05-10 00:00:00,
,"Overflow Bottle, Plastic Drinking Bottle",Any,Engine,325,unit,,,,,,,2017-05-10 00:00:00,
,"Overflow Bottle, Steel Oil Can",Any,Engine,65,unit,,,,,,,2017-05-10 00:00:00,
,"Overflow Bottle, Student Built",Student Built,Engine,0,unit,,,,,,,2017-05-10 00:00:00,
,"Pump, Transmission Oil, Hope Technik, 006",Hope Technik,Engine,6825,unit,,,,,,,2017-05-10 00:00:00,
,Spark Plug Coil,Any,Engine,0,unit,,,,,,,2017-05-10 00:00:00,Included in engine cost - Shown only for reference
,Spark Plug Wire,Any,Engine,0,unit,,,,,,,2017-05-10 00:00:00,Included in engine cost - Shown only for reference
,Supercharger,Any,Engine,19500,unit,,,,,,,2017-05-10 00:00:00,Includes pulley and bypass valve (if fitted) but no plumbing.
,Throttle Body (All Cost as Made),Any,Engine,0,unit,,,,,,,2017-05-10 00:00:00,This item should be cost as made whether the team made it or bought it.  Please see Rule C3.12 for more information.
,Turbocharger,Any,Engine,19500,unit,,,,,,,2017-05-10 00:00:00,Includes waste gate but no plumbing
,"Chassis Control Module, + Battery Charger HV",Any,EV - Control Module,39000,kW,,,,,,,2017-05-10 00:00:00,"See tab ""EV"" for more information"
,"Chassis Control Module, + Battery Charger LV",Any,EV - Control Module,6500,pack,,,,,,,2017-05-10 00:00:00,"See tab ""EV"" for more information"
,"Chassis Control Module, + Battery Management System",Any,EV - Control Module,1300,channel,,,,,,,2017-05-10 00:00:00,"See tab ""EV"" for more information"
,"Chassis Control Module, + DCDC-Power (>1A) HV->LV",Any,EV - Control Module,4550,unit,,,,,,,2017-05-10 00:00:00,"See tab ""EV"" for more information"
,"Chassis Control Module, + HC-HV Fuse incl. Box",Any,EV - Control Module,6500,unit,,,,,,,2017-05-10 00:00:00,"See tab ""EV"" for more information"
,"Chassis Control Module, + HV Housing",Any,EV - Control Module,1625,unit,,,,,,,2017-05-10 00:00:00,"See tab ""EV"" for more information"
,"Chassis Control Module, + HV Insulation Relay",Any,EV - Control Module,7800,unit,,,,,,,2017-05-10 00:00:00,"See tab ""EV"" for more information"
,"Chassis Control Module, + HV Precharge",Any,EV - Control Module,3250,unit,,,,,,,2017-05-10 00:00:00,"See tab ""EV"" for more information"
,"Chassis Control Module, + Isolation Monitoring Device",Any,EV - Control Module,19500,unit,,,,,,,2017-05-10 00:00:00,"e.g. Bender ISO F1.  See tab ""EV"" for more information"
,"Chassis Control Module, + Motor Controller AC",Any,EV - Control Module,2925,kW,,,,,,,2017-05-10 00:00:00,"See tab ""EV"" for more information"
,"Chassis Control Module, + Motor Controller DC",Any,EV - Control Module,1462.5,kW,,,,,,,2017-05-10 00:00:00,"See tab ""EV"" for more information"
,"Chassis Control Module, + Power Distribution Module",Any,EV - Control Module,455,channel,,,,,,,2017-05-10 00:00:00,"See tab ""EV"" for more information"
,"Chassis Control Module, + TSAL",Any,EV - Control Module,650,unit,,,,,,,2017-05-10 00:00:00,"See tab ""EV"" for more information"
,"Chassis Control Module, + TSAS, buzzer",Any,EV - Control Module,325,unit,,,,,,,2017-05-10 00:00:00,"See tab ""EV"" for more information"
,"Chassis Control Module, + TSAS, melody",Any,EV - Control Module,975,unit,,,,,,,2017-05-10 00:00:00,"See tab ""EV"" for more information"
,"ECU, Automotive",Any,EV - Control Module,130000,unit,,,,,,,2017-05-10 00:00:00,"i.e. TTC.  See tab ""EV"" for more information"
,"ECU, Industrial",Any,EV - Control Module,195000,unit,,,,,,,2017-05-10 00:00:00,"i.e. Siemens, B&R.  See tab ""EV"" for more information"
,"ECU, Rapid Prototyping",Any,EV - Control Module,325000,unit,,,,,,,2017-05-10 00:00:00,"i.e. dSpace, ETAS.  See tab ""EV"" for more information"
,"ECU, student built",Student built,EV - Control Module,32500,unit,,,,,,,2017-05-10 00:00:00,"See tab ""EV"" for more information"
,"Battery, Tractive Lithium",Any,EV - Electronics,39000,kWh,,,,,,,2017-05-10 00:00:00,"See tab ""EV"" for more information"
,"Conduit incl. Nuts, Elbows etc.",Any,EV - Electronics,65,m,,,,,,,2017-05-10 00:00:00,"See tab ""EV"" for more information"
,"Connector, HC-HV incl. Interlock",Any,EV - Electronics,1950,pin,,,,,,,2017-05-10 00:00:00,"See tab ""EV"" for more information"
,"Connector, HC-HV Lug Type",Any,EV - Electronics,65,pin,,,,,,,2017-05-10 00:00:00,"See tab ""EV"" for more information"
,Wiring HV (> 12 mm²),Any,EV - Electronics,975,m,,,,,,,2017-05-10 00:00:00,"See tab ""EV"" for more information"
,"Motor, Tractive AC",Any,EV - Tractive Drive,6500,kW,,,,,,,2017-05-10 00:00:00,"See tab ""EV"" for more information"
,"Motor, Tractive DC",Any,EV - Tractive Drive,3250,kW,,,,,,,2017-05-10 00:00:00,"See tab ""EV"" for more information"
,"Fluid, Coolant",Any,Fluid,0.01,liter,,,,,,,2017-05-10 00:00:00,Water or water wetter mixture.  Free.
,"Fluid, Oil",Any,Fluid,48.75,liter,,,,,,,2017-05-10 00:00:00,"Engine oil, differential, hydraulic (brake/clutch), etc."
,"Foam, Fuel Anti-Surge",Any,Fuel System,65,liter,,,,,,,2017-05-10 00:00:00,
,"Fuel Check Valve, In-line, Aluminum Rollover",Any,Fuel System,975,unit,,,,,,,2017-05-10 00:00:00,
,"Fuel Check Valve, In-line, Plastic Rollover",Any,Fuel System,455,unit,,,,,,,2017-05-10 00:00:00,
,"Cable Tie Mount, Adhesive Backed",Any,Hardware,9.75,unit,,,,,,,2017-05-10 00:00:00,"Adhesive mount for connecting cable ties, zip ties, etc.  Normally is injection molded with a single loop for tie wrap connection."
,"Coupling, Shaft, Helical Beam",Any,Hardware,([C1]*[Size1]+[C2]),mm,,8.125,520,0,,520,2017-05-10 00:00:00,[Size1]=Coupling Outer Diameter (mm).
,Drawbolt Catch & Hook,Any,Hardware,81.25,unit,,,,,,,2017-05-10 00:00:00,
,"Grommet, Elastomer",Any,Hardware,3.25,unit,,,,,,,2017-05-10 00:00:00,"Any size, any material"
,"Locating Pin, Bullet-Nose Dowel, Steel",Any,Hardware,[C1]*[Size1]+[C2],mm,,2.08,72.8,0,,72.8,2017-05-10 00:00:00,[Size1]=Dowel diameter (mm)
,"Locating Pin, Liner, Steel",Any,Hardware,[C1]*[Size1]+[C2],mm,,3.25,152.1,0,,152.1,2017-05-10 00:00:00,[Size1]=Hole diameter for dowel (mm)
,"Mount, Vibration-Damping Sandwich
",Any,Hardware,[C1]*[Size1]+[C2],mm,,17.55,0,0,,0,2017-05-10 00:00:00,[Size1]=Mount Outer Diameter (mm).
,"Piano Hinge, Aluminum",Any,Hardware,[C1]*[Size1]*[Size2]+[C2],mm,mm,2.6,75.4,0,0,75.4,2017-05-10 00:00:00,"[Size1]=Hing pin diameter (mm), [Size2]=Open width (mm).  Hinge cost does not include any holes."
,Woodruff Key,Any,Hardware,6.5,unit,,,,,,,2017-05-10 00:00:00,Any size up to 6.35mm width
,Adhesive,Any,Misc.,0,unit,,,,,,,2017-05-10 00:00:00,"Included in process cost (brush apply, aerosol apply, etc.).  Includes glue, thread locker, etc."
,"Balance Bar Cable Adjuster, AP CP2905-8",AP,Misc.,5200,,,,,,,,2017-05-10 00:00:00,
,"Balance Bar Cable Adjuster, Optimum Balance Prod",Optimum Balance Products,Misc.,1430,unit,,,,,,,2017-05-10 00:00:00,
,Cable Adjuster,Any,Misc.,65,unit,,,,,,,2017-05-10 00:00:00,
,Clevis,Any,Misc.,[C1]*[Size1]^2+[C2],mm,,0.65,39.65,0,,39.65,2017-05-10 00:00:00,[Size1]=bore size (diameter of hole).  Includes male/female and left/right threads.
,Filler Cap,Any,Misc.,195,unit,,,,,,,2017-05-10 00:00:00,"Fuel, cooling system, etc."
,"Gearbox Oil Temp. Control Valve, GearZmo",GearZmo,Misc.,15080,unit,,,,,,,2017-05-10 00:00:00,
,Head Rest Padding,Any,Misc.,0.33,cm^3,,,,,,,2017-05-10 00:00:00,
,Heat Barrier,Any,Misc.,3250,m^2,,,,,,,2017-05-10 00:00:00,Adhesive film (foil) or matting for reflecting head.
,Mirror Lens,Any,Misc.,9.75,cm^2,,,,,,,2017-05-10 00:00:00,
,"Mirror, Rear View, Housing (All Cost as Made)",Any,Misc.,0,in^2,,,,,,,2017-05-10 00:00:00,This item should be cost as made whether the team made it or bought it.  Please see Rule C3.12 for more information.
,Paint,Any,Misc.,650,m^2,,,,,,,2017-05-10 00:00:00,
,Roll Hoop Padding,Any,Misc.,3.25,cm,,,,,,,2017-05-10 00:00:00,
,Seat (All Cost as Made),Any,Misc.,0,unit,,,,,,,2017-05-10 00:00:00,This item should be cost as made whether the team made it or bought it.  Please see Rule C3.12 for more information.
,Tape,Any,Misc.,0,unit,,,,,,,2017-05-10 00:00:00,Included in process cost
,"Throttle Linkage, Tilton, 72-790",Tilton,Misc.,5525,unit,,,,,,,2017-05-10 00:00:00,
,"Pedal Assembly, Optimum Balance Products OBP0181",Optimum Balance Products,Pedals,7150,unit,,,,,,,2017-05-10 00:00:00,With bias bar adjustment
,"Pedal Assembly, Tilton, 72-680",Tilton,Pedals,23400,unit,,,,,,,2017-05-10 00:00:00,
,"Pedal, Wilwood, 340-1285",Wilwood,Pedals,3965,unit,,,,,,,2017-05-10 00:00:00,
,"Adapter, Hex Nipple, Brass",Any,Plumbing,[C1]*[Size1]+[C2],mm,,71.5,14.3,0,,14.3,2017-05-10 00:00:00,[Size1]=Pipe Size (mm)
,"Adapter, Hex Nipple, Reducing, Brass",Any,Plumbing,[C1]*[Size1]*[Size2]+[C2],mm,,1.3,144.95,0,0,144.95,2017-05-10 00:00:00,[Size1]=Inlet Pipe Size (mm).  [Size2]=Outlet Pipe Size (mm)
,Adapter/L.P.///Aluminum/Anodized,Any,Plumbing,[C1]*[Size1]+[C2],mm,,11.44,3.64,0,,3.64,2017-05-10 00:00:00,"[Size1]=Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
,Adapter/L.P./Barb to Male Pipe/90 Deg./Aluminum/Anodized,Any,Plumbing,[C1]*[Size1]*[Size2]+[C2],mm,mm,3.12,129.675,0,0,129.675,2017-05-10 00:00:00,"[Size1]=Inlet Hose Size (mm), [Size2]=Outlet Pipe Size (mm).  Low Pressure."
,Adapter/L.P./Barb to Male Pipe/Elbow/Plastic,Any,Plumbing,32.5,,,,,,,,2017-05-10 00:00:00,Up to 25.4mm diameter inlet and outlet size.  Low Pressure.
,Adapter/L.P./Barb to Male Pipe/Straight/Aluminum/Anodized,Any,Plumbing,[C1]*[Size1]*[Size2]+[C2],mm,mm,2.08,86.45,0,0,86.45,2017-05-10 00:00:00,"[Size1]=Inlet Hose Size (mm), [Size2]=Outlet Pipe Size (mm).  Low Pressure."
,Adapter/L.P./Barb to Male Pipe/Straight/Plastic,Any,Plumbing,32.5,,,,,,,,2017-05-10 00:00:00,Up to 25.4mm diameter inlet and outlet size.  Low Pressure.
,Adapter/L.P./Bulkhead Male Connector//Steel/,Any,Plumbing,[C1]*[Size1]*[Size2]+[C2],mm,mm,1.0075,378.3,0,0,378.3,2017-05-10 00:00:00,"[Size1]=Inlet Hose Size (mm), [Size2]=Outlet Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
,Adapter/L.P./Bulkhead Run Tee//Aluminum/Anodized,Any,Plumbing,[C1]*[Size1]*[Size2]+[C2],mm,mm,1.235,693.55,0,0,693.55,2017-05-10 00:00:00,"[Size1]=Largest Hose Size (mm), [Size2]=2nd Largest Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm (use two largest sizes and ignore 3rd outlet).  Low Pressure."
,Adapter/L.P./Bulkhead Run Tee//Steel/,Any,Plumbing,[C1]*[Size1]*[Size2]+[C2],mm,mm,1.0075,990.6,0,0,990.6,2017-05-10 00:00:00,"[Size1]=Largest Hose Size (mm), [Size2]=2nd Largest Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm (use two largest sizes and ignore 3rd outlet).  Low Pressure."
,Adapter/L.P./Bulkhead Tee//Aluminum/Anodized,Any,Plumbing,[C1]*[Size1]*[Size2]+[C2],mm,mm,0.91,685.1,0,0,685.1,2017-05-10 00:00:00,"[Size1]=Largest Hose Size (mm), [Size2]=2nd Largest Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm (use two largest sizes and ignore 3rd outlet).  Low Pressure."
,Adapter/L.P./Bulkhead Tee//Steel/,Any,Plumbing,[C1]*[Size1]*[Size2]+[C2],mm,mm,0.975,839.15,0,0,839.15,2017-05-10 00:00:00,"[Size1]=Largest Hose Size (mm), [Size2]=2nd Largest Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm (use two largest sizes and ignore 3rd outlet).  Low Pressure."
,Adapter/L.P./Bulkhead Union//Aluminum/Anodized,Any,Plumbing,[C1]*[Size1]*[Size2]+[C2],mm,mm,0.52,214.5,0,0,214.5,2017-05-10 00:00:00,"[Size1]=Inlet Hose Size (mm), [Size2]=Outlet Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
,Adapter/L.P./Bulkhead Union//Steel/,Any,Plumbing,[C1]*[Size1]*[Size2]+[C2],mm,mm,0.468,355.55,0,0,355.55,2017-05-10 00:00:00,"[Size1]=Inlet Hose Size (mm), [Size2]=Outlet Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
,Adapter/L.P./Bulkhead Union/45 deg./Aluminum/Anodized,Any,Plumbing,[C1]*[Size1]*[Size2]+[C2],mm,mm,1.56,153.4,0,0,153.4,2017-05-10 00:00:00,"[Size1]=Inlet Hose Size (mm), [Size2]=Outlet Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
,Adapter/L.P./Bulkhead Union/45 deg./Steel/,Any,Plumbing,[C1]*[Size1]*[Size2]+[C2],mm,mm,1.56,153.4,0,0,153.4,2017-05-10 00:00:00,"[Size1]=Inlet Hose Size (mm), [Size2]=Outlet Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
,Adapter/L.P./Bulkhead Union/90 deg./Aluminum/Anodized,Any,Plumbing,[C1]*[Size1]*[Size2]+[C2],mm,mm,0.845,420.55,0,0,420.55,2017-05-10 00:00:00,"[Size1]=Inlet Hose Size (mm), [Size2]=Outlet Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
,Adapter/L.P./Bulkhead Union/90 deg./Steel/,Any,Plumbing,[C1]*[Size1]*[Size2]+[C2],mm,mm,0.65,789.75,0,0,789.75,2017-05-10 00:00:00,"[Size1]=Inlet Hose Size (mm), [Size2]=Outlet Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
,Adapter/L.P./Elbow/FeMale to Male Pipe/90 deg./Aluminum/Anodized,Any,Plumbing,[C1]*[Size1]*[Size2]+[C2],mm,mm,9.36,560.95,0,0,560.95,2017-05-10 00:00:00,"[Size1]=Inlet Hose Size (mm), [Size2]=Outlet Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
,Adapter/L.P./Female Flare Tee//Aluminum/Anodized,Any,Plumbing,[C1]*[Size1]*[Size2]+[C2],mm,mm,1.56,490.75,0,0,490.75,2017-05-10 00:00:00,"[Size1]=Largest Hose Size (mm), [Size2]=2nd Largest Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm (use two largest sizes and ignore 3rd outlet).  Low Pressure."
,Adapter/L.P./Female Flare Tee//Brass,Any,Plumbing,[C1]*[Size1]*[Size2]+[C2],mm,mm,0.65,196.3,0,0,196.3,2017-05-10 00:00:00,"[Size1]=Largest Hose Size (mm), [Size2]=2nd Largest Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm (use two largest sizes and ignore 3rd outlet).  Low Pressure."
,Adapter/L.P./Female Pipe Tee//Aluminum/Anodized,Any,Plumbing,[C1]*[Size1]*[Size2]+[C2],mm,mm,4.55,851.5,0,0,851.5,2017-05-10 00:00:00,"[Size1]=Largest Hose Size (mm), [Size2]=2nd Largest Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm (use two largest sizes and ignore 3rd outlet).  Low Pressure."
,Adapter/L.P./FemAle Pipe to Male Flare//Steel/,Any,Plumbing,[C1]*[Size1]*[Size2]+[C2],mm,mm,1.17,419.25,0,0,419.25,2017-05-10 00:00:00,"[Size1]=Inlet Hose Size (mm), [Size2]=Outlet Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
,Adapter/L.P./Male Branch Tee//Aluminum/Anodized,Any,Plumbing,[C1]*[Size1]*[Size2]+[C2],mm,mm,5.2,579.8,0,0,579.8,2017-05-10 00:00:00,"[Size1]=Largest Hose Size (mm), [Size2]=2nd Largest Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm (use two largest sizes and ignore 3rd outlet).  Low Pressure."
,Adapter/L.P./Male Flare to Pipe//Aluminum/Nickel-Plated,Any,Plumbing,[C1]*[Size1]*[Size2]+[C2],mm,mm,0.26,282.1,0,0,282.1,2017-05-10 00:00:00,"[Size1]=Inlet Hose Size (mm), [Size2]=Outlet Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
